nconst,actor,primaryName,actress,knownForTitles,director,tconst,titleType,originalTitle,startYear,Drama,Comedy,Romance,Thriller,genres,job
nm0179347,0,Megan Corcoran,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0189793,1,Thomas F. Crowley,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0193212,1,Mark W. Curtin,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0195103,1,Thomas D'Ambrosio,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0218115,1,Vito DeMarco,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0235666,1,Jack Dowd,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0235676,0,Kathleen Dowd,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0242425,1,Patrick Dunleavy,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0256220,1,Job Emerson,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0283427,1,Damien Flynn,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0303033,1,Gerard R. Gallo,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0319579,1,Tim Gilmore,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0355086,1,Donald Haley,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0366374,1,Joseph P. Hart,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0371429,1,Cap Haynes,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0394498,1,Matthew W. Horace,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0428358,0,Jennifer Jones,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0449065,0,Posey Keogh,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0449663,0,Charissa Kerr,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0449743,0,Karen Kerr,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0449746,0,Kayce Kerr,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0480263,0,Nancy Lacourse,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0480265,0,Sandra Lacourse,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0503883,1,Henry Lescault,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0529302,1,Thomas R. Lyster,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0548753,1,James P. Markowski,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0565256,1,Michael McCarthy,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0565737,1,Brian McClellan,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0574944,1,Dan 'Bustop' Meade,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0662819,1,Aidan Parkinson,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0662854,0,Mary Parkinson,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0700738,1,Mike Purcell,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0703639,1,Sid Quilty,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0703684,0,Sherry A. Quindley-Woods,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0731689,1,Zane L. Roberts,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0733236,1,Joseph F. Robitaille Jr.,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0780861,1,Luke Seavers,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0828482,1,Jeffrey Stevens,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0876801,1,Bill Tupper,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0905362,0,Patricia G. Waddleton,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0925765,1,Lezil Whitehouse,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0932190,1,Josef Willie,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0944118,1,Timothy J. Wyse,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0947663,1,Ernest C. Yerrington,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0016634,0,Elsa Alberti,1,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actress
nm0030603,1,Anselmo,0,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actor
nm0040893,1,Jorge Atouguia,0,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actor
nm0044253,1,Rui Azevedo,0,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actor
nm0096577,0,Luíza Borges,1,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actress
nm0260946,1,João Espinola,0,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actor
nm0479056,1,José La Sorte,0,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actor
nm0524940,0,Ana Ludovico,1,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actress
nm0625102,0,Nelma,1,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actress
nm0683734,0,Carolina Pimentel,1,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actress
nm0683754,0,Madalena Pimentel,1,tt0105740,0,tt0105740,movie,Vertigem,1992,0,0,0,1,Thriller,actress
nm0017668,1,David Aldrich,0,tt0059155,0,tt0059155,movie,Escape from Hell Island,1963,0,0,0,1,Thriller,actor
nm0715408,1,Edmund Reed,0,tt0059155,0,tt0059155,movie,Escape from Hell Island,1963,0,0,0,1,Thriller,actor
nm0807173,1,Russell Smith Jr.,0,tt0059155,0,tt0059155,movie,Escape from Hell Island,1963,0,0,0,1,Thriller,actor
nm0017851,1,Freddie Alejandro,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0032095,0,Lisa Apollo,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0068317,0,Julia Bell,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0095400,1,R.J. Booker,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0142610,1,Frank Carwgella,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0324102,0,Tiffany Godinez,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0361149,1,Al Hansford,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0364438,1,Anthony M. Harris,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0385669,1,Garfield Hines,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0386647,0,Jil Hirsh,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0428946,0,Nola Jones,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0505856,1,Josh Levine,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0547284,0,Monica Marie,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0578663,0,Marina E. Mena,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0591493,1,Todd Minnetonka,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0643969,1,Bryan Odell,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0763291,0,Eldia Santana,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0776673,1,Ron Schumacker,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0798490,0,Raquel Silva,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0798848,1,Alan Silverblatt,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0804333,1,W. Eric Skinner,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0807150,1,Elijah Smith III,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0810599,1,John R. Smolinski,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0828557,0,Leigh Stevens,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0844940,0,Gina Sánchez,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0876020,0,Tara Tucker,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0896988,0,Judy Vigilia,1,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actress
nm0912156,1,Tommy Ware,0,tt0107190,0,tt0107190,movie,Illegal Entry: Formula for Fear,1994,0,0,0,1,Thriller,actor
nm0018409,1,Ernest Alexander,0,tt0095067,0,tt0095067,movie,The Drifter,1988,0,0,0,1,Thriller,actor
nm0574728,1,Bodacious Bob McVickery,0,tt0095067,0,tt0095067,movie,The Drifter,1988,0,0,0,1,Thriller,actor
nm0825535,1,Ken Stein,0,tt0095067,0,tt0095067,movie,The Drifter,1988,0,0,0,1,Thriller,actor
nm0019263,1,Arthur Alftán,0,tt0007620,0,tt0007620,movie,Alexander den Store,1917,0,1,0,0,Comedy,actor
nm0491497,1,Hjalmar Lauritz,0,tt0007620,0,tt0007620,movie,Alexander den Store,1917,0,1,0,0,Comedy,actor
nm3634985,0,Ingeborg Ståhl,1,tt0007620,0,tt0007620,movie,Alexander den Store,1917,0,1,0,0,Comedy,actress
nm0019870,0,Kathleen Allaire,1,tt0006921,0,tt0006921,movie,Life's Shadows,1916,0,1,0,0,Comedy,actress
nm0828845,1,Will S. Stevens,0,tt0006921,0,tt0006921,movie,Life's Shadows,1916,0,1,0,0,Comedy,actor
nm0020140,1,James Allbaugh,0,tt0004458,0,tt0004458,movie,The Path Forbidden,1914,1,0,0,0,Drama,actor
nm0020496,0,Elsie Allen,1,tt0004963,0,tt0004963,movie,Beulah,1915,1,0,0,0,Drama,actress
nm0575396,1,Leopold Medan,0,tt0004963,0,tt0004963,movie,Beulah,1915,1,0,0,0,Drama,actor
nm0612520,0,Margaret Mulvane,1,tt0004963,0,tt0004963,movie,Beulah,1915,1,0,0,0,Drama,actress
nm0021020,0,Ruth Allen,1,tt0007873,0,tt0007873,movie,Down to Earth,1917,0,1,0,0,Comedy,actress
nm0445318,1,William H. Keith,0,tt0007873,0,tt0007873,movie,Down to Earth,1917,0,1,0,0,Comedy,actor
nm0021537,1,Dave Allmond,0,tt0114340,0,tt0114340,movie,Savage Hearts,1995,0,0,0,1,Thriller,actor
nm0141739,1,Julian Carter,0,tt0114340,0,tt0114340,movie,Savage Hearts,1995,0,0,0,1,Thriller,actor
nm0609844,1,Andy Mount,0,tt0114340,0,tt0114340,movie,Savage Hearts,1995,0,0,0,1,Thriller,actor
nm0794993,1,Jason Shorly,0,tt0114340,0,tt0114340,movie,Savage Hearts,1995,0,0,0,1,Thriller,actor
nm0795172,1,Jason Shorty,0,tt0114340,0,tt0114340,movie,Savage Hearts,1995,0,0,0,1,Thriller,actor
nm0905736,0,Jean Waggoner,1,tt0114340,0,tt0114340,movie,Savage Hearts,1995,0,0,0,1,Thriller,actress
nm2939420,0,Elizabeth Hatcher,1,tt0114340,0,tt0114340,movie,Savage Hearts,1995,0,0,0,1,Thriller,actress
nm0023630,1,Don Aly,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm0127624,1,Joey Cabibi,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm0202813,0,Amber Davis,1,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actress
nm0234887,1,Thad Dougherty,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm0258357,0,Karen Eppers,1,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actress
nm0311401,0,Annette Gebron,1,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actress
nm0574651,1,Thaine McVain,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm0694565,0,Katrina Powers,1,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actress
nm0934673,0,Jennifer Winder,1,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actress
nm1215218,1,Terry Dobson,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1215357,0,Cindy French,1,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actress
nm1216369,1,Kenneth D. Eppers Jr.,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1216601,0,Candance Griffith,1,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actress
nm1216928,1,George Kipriotis,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1217276,1,Neal Meltzer,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1217407,1,Keith Narducci,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1218030,1,Tanawatana Subphamitra,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1218474,1,Ray A.P. Anderson,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1218634,1,Ted Higginbotham,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1218650,1,Don Jacoby,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1218841,1,John Swagerty,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1218876,1,Danny Whitley,0,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actor
nm1219221,0,Renee Turner,1,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actress
nm1219223,0,Tiffany Vance,1,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actress
nm1219233,0,Tammie White,1,tt0106492,0,tt0106492,movie,Brutal Fury,1993,0,0,0,1,Thriller,actress
nm0024570,0,Lisa Amend,1,tt0099113,0,tt0099113,movie,Bedroom Eyes II,1989,0,0,0,1,Thriller,actress
nm0519329,1,Milt Longhorne,0,tt0099113,0,tt0099113,movie,Bedroom Eyes II,1989,0,0,0,1,Thriller,actor
nm0025297,1,Dog Amos,0,tt0117600,0,tt0117600,movie,Septej,1996,0,0,1,0,Romance,actor
nm0026314,0,Aida Anderson,1,tt0100318,0,tt0100318,movie,Pacific Heights,1990,0,0,0,1,Thriller,actress
nm0531669,1,Daniel MacDonald,0,tt0100318,0,tt0100318,movie,Pacific Heights,1990,0,0,0,1,Thriller,actor
nm0555425,1,Frank Maruoka,0,tt0100318,0,tt0100318,movie,Pacific Heights,1990,0,0,0,1,Thriller,actor
nm0027708,1,Johan Andersson,0,tt0002026,0,tt0002026,movie,Anny - en gatepiges roman,1912,1,0,0,0,Drama,actor
nm0115982,1,Ole Brun Lie,0,tt0002026,0,tt0002026,movie,Anny - en gatepiges roman,1912,1,0,0,0,Drama,actor
nm0259235,0,Adam Eriksen,0,tt0002026,1,tt0002026,movie,Anny - en gatepiges roman,1912,1,0,0,0,Drama,director
nm0348052,0,Aagot Gundersen,1,tt0002026,0,tt0002026,movie,Anny - en gatepiges roman,1912,1,0,0,0,Drama,actress
nm0418086,0,Julie Jansen-Fuhr,1,tt0002026,0,tt0002026,movie,Anny - en gatepiges roman,1912,1,0,0,0,Drama,actress
nm0526167,0,Gunlaug Lund,1,tt0002026,0,tt0002026,movie,Anny - en gatepiges roman,1912,1,0,0,0,Drama,actress
nm0959065,0,Fru Zwinge,1,tt0002026,0,tt0002026,movie,Anny - en gatepiges roman,1912,1,0,0,0,Drama,actress
nm0959066,1,Waldemar Zwinge,0,tt0002026,0,tt0002026,movie,Anny - en gatepiges roman,1912,1,0,0,0,Drama,actor
nm0028345,0,Natalya Andreychenko,0,tt0111150,1,tt0111150,movie,Shamara,1994,0,0,1,0,Romance,director
nm2623474,1,Vladimir Nikolaets,0,tt0111150,0,tt0111150,movie,Shamara,1994,0,0,1,0,Romance,actor
nm2623781,0,Tatyana Yurosh,1,tt0111150,0,tt0111150,movie,Shamara,1994,0,0,1,0,Romance,actress
nm0028822,1,Richard Andrews,0,tt0111321,0,tt0111321,movie,"Surf, Sand and Sex",1994,0,0,1,0,Romance,actor
nm0320498,0,Anthony Giovanni,0,tt0111321,1,tt0111321,movie,"Surf, Sand and Sex",1994,0,0,1,0,Romance,director
nm1084446,1,Roy Jones,0,tt0111321,0,tt0111321,movie,"Surf, Sand and Sex",1994,0,0,1,0,Romance,actor
nm0029554,0,Laura Angeli,1,tt0086330,0,tt0086330,movie,Sogni erotici di Cleopatra,1985,0,0,1,0,Romance,actress
nm0672677,1,Jac Perac,0,tt0086330,0,tt0086330,movie,Sogni erotici di Cleopatra,1985,0,0,1,0,Romance,actor
nm0712182,0,Nadine Raussiel,1,tt0086330,0,tt0086330,movie,Sogni erotici di Cleopatra,1985,0,0,1,0,Romance,actress
nm0868099,0,Franca Torlone,1,tt0086330,0,tt0086330,movie,Sogni erotici di Cleopatra,1985,0,0,1,0,Romance,actress
nm0872389,0,Annie Trevilly,1,tt0086330,0,tt0086330,movie,Sogni erotici di Cleopatra,1985,0,0,1,0,Romance,actress
nm0029991,0,Ivy Angustain,1,tt0080163,0,tt0080163,movie,Young and Free,1979,0,0,1,0,Romance,actress
nm0564622,1,Carroll McCall,0,tt0080163,0,tt0080163,movie,Young and Free,1979,0,0,1,0,Romance,actor
nm0030168,0,Christina Ankerskjold,1,tt0117155,0,tt0117155,movie,Sekten,1997,0,0,0,1,Thriller,actress
nm0227784,0,Helle Dinnesen,1,tt0117155,0,tt0117155,movie,Sekten,1997,0,0,0,1,Thriller,actress
nm0469871,0,Tina Krarup,1,tt0117155,0,tt0117155,movie,Sekten,1997,0,0,0,1,Thriller,actress
nm0647725,0,Lisbeth Olsen,1,tt0117155,0,tt0117155,movie,Sekten,1997,0,0,0,1,Thriller,actress
nm0030227,1,Lew Ann-Collie,0,tt0110262,0,tt0110262,movie,The Killing Jar,1994,0,0,0,1,Thriller,actor
nm0107802,1,Paul Bressi,0,tt0110262,0,tt0110262,movie,The Killing Jar,1994,0,0,0,1,Thriller,actor
nm0656936,1,Tony Paisano,0,tt0110262,0,tt0110262,movie,The Killing Jar,1994,0,0,0,1,Thriller,actor
nm0894499,1,Dave Vernasco,0,tt0110262,0,tt0110262,movie,The Killing Jar,1994,0,0,0,1,Thriller,actor
nm0030667,1,Master Anson,0,tt0001604,0,tt0001604,movie,The Fatal Wedding,1911,1,0,0,0,Drama,actor
nm0163519,0,Miss Clare,1,tt0001604,0,tt0001604,movie,The Fatal Wedding,1911,1,0,0,0,Drama,actress
nm0376556,1,Mr. Henderson,0,tt0001604,0,tt0001604,movie,The Fatal Wedding,1911,1,0,0,0,Drama,actor
nm0031120,1,Henri Antiznat,0,tt0004403,0,tt0004403,movie,The Nightingale,1914,1,0,0,0,Drama,actor
nm0240125,1,Frank Dudley,0,tt0004403,0,tt0004403,movie,The Nightingale,1914,1,0,0,0,Drama,actor
nm0597881,1,M. Monet,0,tt0004403,0,tt0004403,movie,The Nightingale,1914,1,0,0,0,Drama,actor
nm0829218,1,Bobby Stewart,0,tt0004403,0,tt0004403,movie,The Nightingale,1914,1,0,0,0,Drama,actor
nm0922050,1,Ed West,0,tt0004403,0,tt0004403,movie,The Nightingale,1914,1,0,0,0,Drama,actor
nm0031151,0,Jeanine Antoine,1,tt0108237,0,tt0108237,movie,Strike a Pose,1993,0,0,0,1,Thriller,actress
nm0072821,0,Janet Bentley,1,tt0108237,0,tt0108237,movie,Strike a Pose,1993,0,0,0,1,Thriller,actress
nm0247747,1,Robert Eastwick,0,tt0108237,0,tt0108237,movie,Strike a Pose,1993,0,0,0,1,Thriller,actor
nm0317073,0,Kristy Gibson,1,tt0108237,0,tt0108237,movie,Strike a Pose,1993,0,0,0,1,Thriller,actress
nm0357705,1,Aaron 'Rocky' Hamilton,0,tt0108237,0,tt0108237,movie,Strike a Pose,1993,0,0,0,1,Thriller,actor
nm0415976,0,Tina Jakobsson,1,tt0108237,0,tt0108237,movie,Strike a Pose,1993,0,0,0,1,Thriller,actress
nm0477185,0,Carolyn Kwiecinski,1,tt0108237,0,tt0108237,movie,Strike a Pose,1993,0,0,0,1,Thriller,actress
nm0543236,0,Beth Ann Manning,1,tt0108237,0,tt0108237,movie,Strike a Pose,1993,0,0,0,1,Thriller,actress
nm0677294,0,Margie Peterson,1,tt0108237,0,tt0108237,movie,Strike a Pose,1993,0,0,0,1,Thriller,actress
nm0762519,0,Veronica Saners,1,tt0108237,0,tt0108237,movie,Strike a Pose,1993,0,0,0,1,Thriller,actress
nm0032515,1,Luigi Aprile,0,tt0106229,0,tt0106229,movie,Agenzia cinematografica,1993,0,0,0,1,Thriller,actor
nm0207747,0,Elena De Carli,1,tt0106229,0,tt0106229,movie,Agenzia cinematografica,1993,0,0,0,1,Thriller,actress
nm0269418,0,Monica Favilli,1,tt0106229,0,tt0106229,movie,Agenzia cinematografica,1993,0,0,0,1,Thriller,actress
nm0479100,0,Verdiana La Torre,1,tt0106229,0,tt0106229,movie,Agenzia cinematografica,1993,0,0,0,1,Thriller,actress
nm0598952,0,Raffaella Montanari,1,tt0106229,0,tt0106229,movie,Agenzia cinematografica,1993,0,0,0,1,Thriller,actress
nm0613395,0,Mirella Mura,1,tt0106229,0,tt0106229,movie,Agenzia cinematografica,1993,0,0,0,1,Thriller,actress
nm0796315,0,Anna Sibona,1,tt0106229,0,tt0106229,movie,Agenzia cinematografica,1993,0,0,0,1,Thriller,actress
nm0951732,0,Alessia Zadel,1,tt0106229,0,tt0106229,movie,Agenzia cinematografica,1993,0,0,0,1,Thriller,actress
nm0032577,1,Sergei Apushkin,0,tt0103324,0,tt0103324,movie,Zavtra,1991,0,0,1,0,Romance,actor
nm0033156,1,Ernest Arata,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0125412,1,David Button,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0192628,1,Anthony Curcio,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0254846,1,Gary Ellis,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0260691,1,Henry Eslick,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0294091,1,Gerald French,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0334673,1,Charles Granata,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0350146,1,Dominic Guzzo,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0404368,1,Leo Hutchison,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0521014,1,Mike Loring,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0560975,1,Mike Maurantonio,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0625643,1,Norman Nelson,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0825477,1,Hal Stein,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm0878151,1,Vincent Turturici,0,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actor
nm2959162,0,Lia Belli,1,tt0073078,0,tt0073078,movie,Ground Zero,1973,0,0,0,1,Thriller,actress
nm0033729,0,Stella Archer,1,tt0005295,0,tt0005295,movie,The Face in the Moonlight,1915,1,0,0,0,Drama,actress
nm0034210,0,Lolita Arellano,1,tt0006334,0,tt0006334,movie,A la pesca de los 45 millones,1916,0,1,0,0,Comedy,actress
nm0034218,0,Señorita Arellano,1,tt0006334,0,tt0006334,movie,A la pesca de los 45 millones,1916,0,1,0,0,Comedy,actress
nm0089081,0,Magda Blondinel,1,tt0006334,0,tt0006334,movie,A la pesca de los 45 millones,1916,0,1,0,0,Comedy,actress
nm0240311,0,Charo Dueñas,1,tt0006334,0,tt0006334,movie,A la pesca de los 45 millones,1916,0,1,0,0,Comedy,actress
nm0284764,1,Señor Font,0,tt0006334,0,tt0006334,movie,A la pesca de los 45 millones,1916,0,1,0,0,Comedy,actor
nm0545809,0,Rosita Marco,1,tt0006334,0,tt0006334,movie,A la pesca de los 45 millones,1916,0,1,0,0,Comedy,actress
nm0712331,0,Consuelo Ravelly,1,tt0006334,0,tt0006334,movie,A la pesca de los 45 millones,1916,0,1,0,0,Comedy,actress
nm0767030,0,Encarna Saureda,1,tt0006334,0,tt0006334,movie,A la pesca de los 45 millones,1916,0,1,0,0,Comedy,actress
nm0844822,0,Amparo Sánchez,1,tt0006334,0,tt0006334,movie,A la pesca de los 45 millones,1916,0,1,0,0,Comedy,actress
